recipe_id,calories,protein_g,carbohydrates_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,vitamin_a_percent,vitamin_c_percent,calcium_percent,iron_percent
RCP07778,313,7,36,22,9,2,871,38,22,19,13,19
RCP07779,213,11,65,27,10,13,1298,5,19,39,21,27
RCP07780,663,7,50,13,2,10,537,8,6,47,6,33
RCP07781,191,19,30,25,2,18,600,31,15,48,18,19
RCP07782,517,17,76,19,7,10,1417,0,27,52,23,12
RCP07783,692,14,61,29,10,5,820,51,29,20,12,27
RCP07784,474,17,78,23,9,19,856,41,33,40,5,37
RCP07785,704,16,68,24,2,14,382,47,32,28,29,16
RCP07786,513,8,40,14,14,17,760,22,22,8,17,23
RCP07787,594,10,55,20,5,6,969,82,31,30,6,38
RCP07788,158,17,77,19,6,16,1061,26,37,26,15,14
RCP07789,754,18,70,27,9,6,793,61,35,46,14,13
RCP07790,209,5,56,26,12,18,1141,7,32,38,7,29
RCP07791,776,13,78,15,14,11,655,63,24,5,12,18
RCP07792,719,15,64,23,13,12,1180,0,21,46,8,28
RCP07793,648,11,44,26,3,6,418,15,11,32,13,24
RCP07794,212,8,52,16,6,7,1140,0,17,12,28,36
RCP07795,649,19,65,21,12,4,1201,18,24,58,16,13
RCP07796,495,5,62,15,14,4,1135,5,7,12,10,31
RCP07797,410,6,47,26,11,9,503,31,25,45,23,34
RCP07798,257,18,51,23,3,3,583,23,19,18,21,17
RCP07799,194,14,68,15,14,18,881,80,35,20,18,32
RCP07800,466,15,54,26,8,10,219,67,24,33,27,10
RCP07801,184,14,64,19,9,14,449,75,9,29,9,13
RCP07802,253,15,53,14,12,15,750,61,16,58,13,27
RCP07803,492,18,78,14,11,7,1135,46,35,18,22,11
RCP07804,156,12,73,22,11,14,664,59,29,33,5,10
RCP07805,798,12,64,21,5,3,683,19,28,44,21,30
RCP07806,717,7,67,25,12,13,431,0,20,49,20,35
RCP07807,248,14,68,11,7,10,621,83,17,13,23,10
RCP07808,721,8,60,16,3,12,1213,23,37,53,17,37
RCP07809,298,7,30,27,10,12,521,49,15,40,20,22
RCP07810,609,15,75,16,11,11,1430,55,32,22,14,32
RCP07811,303,7,48,27,12,6,400,0,38,39,21,11
RCP07812,778,11,49,16,2,12,1157,26,32,8,19,18
RCP07813,672,12,65,10,10,10,229,23,23,26,18,36
RCP07814,762,18,73,28,10,9,836,94,12,10,19,34
RCP07815,413,18,71,23,13,5,1475,6,31,12,23,18
RCP07816,526,11,58,20,7,3,215,62,20,51,7,22
RCP07817,501,13,41,18,9,15,1080,51,19,43,24,31
RCP07818,388,10,33,16,8,12,1139,22,5,42,28,14
RCP07819,732,16,67,11,13,5,950,0,38,6,27,14
RCP07820,213,9,53,27,8,13,500,0,37,46,12,24
RCP07821,200,9,72,12,9,16,1146,75,32,54,25,21
RCP07822,444,12,34,29,3,14,656,89,19,21,8,35
RCP07823,153,7,75,27,3,15,641,18,35,33,15,36
RCP07824,227,13,62,16,7,15,810,41,29,10,14,30
RCP07825,597,18,39,17,6,19,804,62,8,50,28,12
RCP07826,528,10,77,20,14,9,789,59,25,29,15,10
RCP07827,378,9,41,15,2,2,392,27,36,8,22,39
RCP07828,168,6,56,17,14,2,1154,72,16,58,23,28
RCP07829,575,18,69,25,3,16,1102,80,23,46,28,12
RCP07830,372,10,33,13,13,9,800,40,31,36,10,15
RCP07831,679,10,56,22,6,2,735,25,14,38,8,15
RCP07832,372,15,72,10,13,5,1183,1,32,21,10,26
RCP07833,534,6,42,12,9,15,955,80,15,37,15,20
RCP07834,583,7,33,23,11,15,718,27,9,13,5,11
RCP07835,627,13,30,20,7,9,504,96,18,12,14,28
RCP07836,557,9,67,14,13,15,1491,0,33,38,14,15
RCP07837,718,17,56,10,10,3,379,66,34,45,14,38
RCP07838,428,13,59,20,11,18,1440,0,22,41,6,25
RCP07839,563,18,74,26,14,12,1196,19,23,45,20,39
RCP07840,482,8,47,23,11,9,464,70,7,28,15,14
RCP07841,377,11,55,23,13,15,526,0,13,38,25,19
RCP07842,398,5,68,14,10,6,310,64,23,38,24,19
RCP07843,585,9,30,29,6,4,797,33,28,35,9,11
RCP07844,725,5,50,27,2,16,345,19,30,14,11,26
RCP07845,318,8,55,18,11,4,489,4,17,58,23,26
RCP07846,158,12,37,15,13,2,321,51,39,20,26,24
RCP07847,534,13,55,16,7,19,747,85,15,27,7,28
RCP07848,393,16,31,21,7,3,1431,73,27,8,14,13
RCP07849,206,10,45,27,14,4,1118,17,21,45,7,39
RCP07850,735,9,78,25,4,9,1321,14,27,46,24,29
RCP07851,793,16,51,14,2,4,1250,39,32,14,22,11
RCP07852,212,16,70,29,3,18,522,87,16,50,17,19
RCP07853,599,11,39,22,11,19,1305,43,37,48,20,29
RCP07854,639,18,55,22,6,14,863,68,37,22,17,33
RCP07855,247,11,65,21,8,16,1397,36,37,18,28,23
RCP07856,245,12,56,13,9,15,1079,73,24,54,6,21
RCP07857,206,18,38,24,11,19,398,12,8,53,27,18
RCP07858,157,16,60,22,13,12,1437,54,24,55,12,35
RCP07859,561,17,67,14,12,15,340,32,27,18,15,22
RCP07860,468,19,33,13,2,16,509,33,16,49,8,17
RCP07861,572,19,44,28,10,15,1231,88,12,12,26,18
RCP07862,209,8,58,16,14,11,1087,20,23,56,21,38
RCP07863,511,12,36,19,13,18,745,59,21,8,12,21
RCP07864,695,5,68,16,6,5,627,16,33,21,29,19
RCP07865,446,5,77,18,2,2,1039,0,36,10,16,14
RCP07866,778,11,60,21,10,2,1275,73,24,40,10,32
RCP07867,643,13,42,25,5,19,1103,68,30,5,15,10
RCP07868,311,11,53,28,9,19,301,29,8,53,8,22
RCP07869,721,9,57,22,12,2,1429,0,19,45,24,37
RCP07870,753,7,70,29,14,18,1342,12,20,30,12,32
RCP07871,723,8,53,14,10,14,929,88,14,12,18,33
RCP07872,462,6,32,13,10,3,577,0,24,16,26,13
RCP07873,545,17,60,18,14,19,1112,17,22,55,22,30
RCP07874,304,8,75,22,14,19,805,71,14,31,26,18
RCP07875,295,8,30,28,2,17,1349,29,35,28,26,24
RCP07876,669,13,37,23,12,14,494,3,18,49,19,35
RCP07877,416,13,56,14,14,11,1023,88,10,40,12,13
RCP07878,471,10,52,21,5,9,240,23,7,49,22,17
RCP07879,765,9,35,18,6,18,1337,1,10,29,5,11
RCP07880,498,19,50,13,13,16,639,26,10,7,10,32
RCP07881,246,15,64,10,9,8,1010,59,19,38,29,15
RCP07882,573,15,69,20,8,15,1147,22,25,48,22,35
RCP07883,760,14,52,20,4,13,442,74,32,9,28,12
RCP07884,798,11,55,11,14,12,618,0,30,28,26,31
RCP07885,527,15,48,29,2,3,1033,22,14,25,26,13
RCP07886,648,5,72,11,9,3,1111,7,25,47,29,35
RCP07887,489,7,71,27,6,2,988,19,13,54,27,35
RCP07888,521,9,44,25,5,8,1333,25,14,48,9,20
RCP07889,476,19,67,19,11,4,752,86,34,52,27,21
RCP07890,263,18,68,14,10,14,604,91,35,22,15,35
RCP07891,504,19,71,23,14,16,248,43,34,6,12,23
RCP07892,780,5,34,16,7,10,581,58,39,14,9,18
RCP07893,604,6,72,13,10,14,931,48,38,47,23,27
RCP07894,625,5,41,12,8,14,251,73,27,22,19,15
RCP07895,348,9,41,16,12,5,742,0,26,56,16,10
RCP07896,538,16,71,10,4,2,1021,0,6,14,25,22
RCP07897,606,17,50,25,9,13,665,53,31,38,28,16
RCP07898,206,7,69,25,7,16,709,2,33,37,26,11
RCP07899,298,10,46,13,9,6,1461,67,17,7,11,35
RCP07900,665,19,50,22,8,9,1398,87,23,31,24,36
RCP07901,543,15,32,14,5,9,679,57,21,44,15,28
RCP07902,556,11,77,25,4,19,1040,19,35,36,22,20
RCP07903,726,14,76,14,4,6,1024,82,9,33,10,19
RCP07904,362,13,74,10,4,19,1081,98,28,11,27,27
RCP07905,340,6,48,28,14,18,1103,88,37,45,9,22
RCP07906,621,17,66,20,8,6,1169,75,34,24,16,32
RCP07907,500,15,53,23,5,17,650,78,19,27,18,28
RCP07908,223,13,76,11,11,11,960,13,33,8,7,39
RCP07909,607,15,62,17,14,17,1157,36,24,19,5,31
RCP07910,769,5,47,19,11,12,307,98,14,50,9,17
RCP07911,777,12,40,13,9,12,476,60,8,22,29,38
RCP07912,189,6,45,11,12,8,592,61,18,53,27,20
RCP07913,739,7,30,27,3,14,250,94,8,36,15,33
RCP07914,595,17,68,19,5,17,1420,61,12,34,28,19
RCP07915,711,15,40,23,13,5,878,0,13,7,22,21
RCP07916,371,8,52,11,8,3,594,30,5,52,9,33
RCP07917,387,7,56,21,9,17,739,32,22,43,26,17
RCP07918,588,16,36,15,8,16,821,0,35,22,17,13
RCP07919,496,5,35,10,3,12,579,23,24,28,6,16
RCP07920,762,7,30,29,4,14,637,43,38,36,11,12
RCP07921,619,13,61,24,8,13,1254,7,34,57,18,14
RCP07922,760,11,61,16,14,12,1462,99,12,57,10,14
RCP07923,153,13,74,14,3,5,258,94,13,16,15,14
RCP07924,599,10,66,28,9,19,368,63,7,9,17,28
RCP07925,221,9,67,17,12,8,423,55,16,37,29,25
RCP07926,279,9,68,10,6,15,345,7,13,13,28,29
RCP07927,610,7,51,17,5,6,373,2,31,17,23,28
RCP07928,337,5,72,27,4,7,657,4,6,12,8,27
RCP07929,188,6,33,28,8,3,986,90,22,41,26,29
RCP07930,267,14,33,22,6,16,844,11,27,10,6,32
RCP07931,414,17,30,17,8,18,333,59,36,38,14,37
RCP07932,613,16,65,19,5,15,744,90,18,31,10,15
RCP07933,729,8,79,10,4,2,989,29,19,57,20,27
RCP07934,429,17,36,12,3,13,459,80,38,58,12,17
RCP07935,423,17,63,22,5,4,206,0,19,26,23,27
RCP07936,404,13,34,21,4,11,1401,9,15,12,26,37
RCP07937,383,8,43,16,13,9,394,60,13,58,10,17
RCP07938,151,6,62,20,10,9,643,63,24,47,14,39
RCP07939,584,15,48,15,4,3,459,66,21,27,17,29
RCP07940,789,17,53,16,3,2,914,23,20,12,27,20
RCP07941,520,6,31,29,10,6,535,88,24,12,6,33
RCP07942,241,11,36,26,6,18,205,83,22,12,26,10
RCP07943,551,18,31,29,14,16,610,93,28,57,20,25
RCP07944,440,14,74,24,5,5,581,0,32,8,29,36
RCP07945,451,8,42,10,7,12,1185,40,35,9,5,11
RCP07946,207,7,52,28,5,14,826,59,37,56,12,20
RCP07947,463,5,32,22,6,11,1093,72,6,32,18,28
RCP07948,311,5,51,23,2,8,1272,40,14,49,24,14
RCP07949,181,13,61,21,4,13,1316,24,25,6,21,24
RCP07950,535,7,64,29,6,13,256,11,8,27,8,15
RCP07951,545,18,59,25,5,5,1281,27,19,28,6,38
RCP07952,393,12,58,20,8,6,1207,5,19,59,6,26
RCP07953,610,18,68,28,5,11,769,69,21,59,20,38
RCP07954,773,16,77,16,10,10,1066,98,30,24,20,36
RCP07955,775,16,33,27,4,6,567,6,6,11,10,23
RCP07956,385,5,32,10,12,9,1270,30,33,59,23,34
RCP07957,508,12,59,27,3,13,1121,34,15,14,16,21
RCP07958,224,19,43,14,12,5,808,91,15,18,18,10
RCP07959,728,15,45,16,14,16,1187,17,17,53,5,25
RCP07960,521,15,47,18,9,5,599,23,12,49,17,14
RCP07961,272,8,59,28,7,2,650,99,18,48,6,10
RCP07962,186,8,70,18,12,3,338,32,14,12,26,21
RCP07963,599,19,48,28,14,5,945,81,10,44,24,31
RCP07964,334,16,61,28,6,4,652,0,15,55,28,36
RCP07965,397,6,52,29,12,14,1458,0,36,6,8,19
RCP07966,424,6,40,20,7,8,1107,62,31,19,8,30
RCP07967,198,11,59,15,10,5,1203,13,17,25,12,34
RCP07968,665,12,69,28,10,4,214,81,21,44,29,14
RCP07969,405,7,46,19,10,14,777,47,12,9,12,38
RCP07970,395,10,35,20,4,2,591,98,25,43,10,12
RCP07971,601,10,53,27,11,11,442,32,36,11,26,39
RCP07972,292,7,57,16,4,16,1048,43,33,38,14,36
RCP07973,544,9,76,17,4,10,1302,3,29,31,21,23
RCP07974,552,15,59,27,10,7,633,3,21,54,21,12
RCP07975,621,14,42,20,7,18,265,48,32,20,8,34
RCP07976,702,6,71,17,4,12,1087,0,6,38,9,34
RCP07977,758,18,49,22,12,2,773,62,5,9,19,12
RCP07978,186,9,68,19,13,5,1296,32,39,23,15,34
RCP07979,350,9,68,18,6,18,612,2,28,9,13,19
RCP07980,662,9,55,20,14,5,420,34,30,43,12,30
RCP07981,776,9,40,11,14,18,359,36,15,54,12,15
RCP07982,553,18,74,20,10,16,946,47,13,10,7,39
RCP07983,651,10,72,11,9,16,1224,62,29,29,22,34
RCP07984,377,13,43,17,3,2,293,99,5,19,21,17
RCP07985,538,16,35,23,2,3,650,5,19,54,18,34
RCP07986,495,10,58,20,9,9,751,35,11,13,17,34
RCP07987,156,10,59,28,14,18,1051,0,30,59,5,16
RCP07988,300,5,43,12,3,2,661,96,38,34,26,13
RCP07989,370,18,31,25,11,10,1022,76,32,13,23,23
RCP07990,217,14,46,13,8,14,1053,72,38,32,24,12
RCP07991,326,16,36,12,8,19,489,84,38,41,26,35
RCP07992,564,18,49,14,13,2,1118,54,17,31,21,13
RCP07993,297,18,67,29,2,7,1217,32,30,32,26,10
RCP07994,775,5,50,13,6,12,757,58,19,35,15,11
RCP07995,746,6,63,12,7,4,730,28,30,33,6,17
RCP07996,159,8,47,25,3,9,1361,4,29,39,13,17
RCP07997,651,11,58,25,6,16,699,85,33,20,18,22
RCP07998,198,13,38,22,14,10,943,0,23,11,22,11
RCP07999,374,46,76,38,12,5,320,10,15,18,29,20
RCP08000,603,36,34,35,13,11,860,79,38,10,9,31
RCP08001,761,46,30,22,8,7,1382,59,16,53,15,30
RCP08002,427,42,71,24,4,15,622,90,39,56,19,25
RCP08003,309,44,32,24,12,8,675,37,22,57,7,29
RCP08004,615,16,58,27,3,5,531,90,8,48,25,26
RCP08005,716,43,65,18,9,15,1274,0,14,54,26,14
RCP08006,352,18,34,28,10,17,465,64,24,13,16,22
RCP08007,684,21,34,22,12,5,232,93,13,23,6,26
RCP08008,208,31,35,39,14,10,837,37,25,43,6,32
RCP08009,198,10,33,26,11,13,1418,0,35,31,8,18
RCP08010,692,27,65,35,11,14,784,0,30,7,29,20
RCP08011,716,10,57,22,10,6,711,32,37,24,11,15
RCP08012,495,31,69,19,14,7,795,12,30,21,17,11
RCP08013,674,36,74,18,7,19,1168,22,21,24,24,37
RCP08014,741,5,33,15,4,18,1290,79,22,30,8,36
RCP08015,571,5,69,17,13,12,1260,84,26,25,21,33
RCP08016,381,14,36,18,3,9,873,72,11,32,21,39
RCP08017,516,21,65,22,12,3,206,62,26,54,20,20
RCP08018,549,26,39,36,12,7,368,93,8,23,9,26
RCP08019,538,26,45,33,13,10,1223,29,30,10,17,28
RCP08020,306,6,39,21,11,11,598,90,10,7,19,20
RCP08021,771,29,56,30,2,9,803,69,18,54,29,35
RCP08022,401,6,70,10,5,19,701,0,10,33,16,16
RCP08023,609,47,63,37,11,6,1236,48,29,49,13,15
RCP08024,232,7,48,16,13,7,1084,24,39,31,15,30
RCP08025,603,27,62,37,4,6,200,60,20,56,5,15
RCP08026,451,18,58,17,2,9,1316,62,31,48,7,29
RCP08027,684,46,69,20,11,4,1439,0,8,26,14,14
RCP08028,386,29,67,28,3,19,1401,7,30,46,26,17
RCP08029,194,46,65,24,5,14,1397,83,5,15,28,20
RCP08030,597,41,38,34,14,16,281,93,9,23,25,15
RCP08031,348,8,72,16,3,19,910,97,38,22,18,26
RCP08032,584,20,66,25,4,18,1184,98,34,58,22,14
RCP08033,683,41,77,16,13,18,962,94,29,26,28,11
RCP08034,738,14,70,16,3,2,1137,87,26,49,13,12
RCP08035,170,32,52,19,3,13,417,65,16,42,15,12
RCP08036,217,5,30,17,14,8,1277,85,16,32,13,25
RCP08037,164,48,41,33,4,2,1055,17,32,44,23,36
RCP08038,750,49,66,29,2,6,1458,71,38,15,24,39
RCP08039,746,9,72,25,13,2,672,65,20,50,18,30
RCP08040,772,32,45,26,8,17,1051,14,28,16,9,38
RCP08041,229,10,37,15,7,4,838,0,17,30,10,39
RCP08042,485,43,45,17,7,9,319,17,26,51,21,15
RCP08043,285,37,64,37,4,19,779,91,16,44,25,37
RCP08044,709,38,38,20,6,5,927,71,9,43,7,35
RCP08045,322,47,72,37,13,17,1400,10,23,31,17,11
RCP08046,537,11,50,20,13,18,649,1,23,40,12,26
RCP08047,594,25,70,39,7,13,358,0,32,35,14,31
RCP08048,504,17,33,21,4,9,674,56,18,25,24,15
RCP08049,526,35,40,20,10,7,972,74,23,39,21,19
RCP08050,672,49,76,24,8,5,955,10,21,15,22,36
RCP08051,580,18,40,22,13,2,1446,94,27,39,12,11
RCP08052,516,22,72,29,14,8,1422,37,15,32,14,10
RCP08053,678,40,51,22,2,4,361,92,17,54,18,27
RCP08054,697,27,45,33,11,19,1442,0,29,27,25,21
RCP08055,592,17,38,28,2,9,979,64,26,15,12,11
RCP08056,736,8,41,25,13,9,384,30,26,45,26,37
RCP08057,725,6,70,26,9,14,1184,83,26,16,9,22
RCP08058,253,45,64,29,5,15,633,83,7,41,19,38
RCP08059,276,11,40,12,3,8,236,6,12,28,5,35
RCP08060,458,15,48,16,7,13,1486,36,10,49,23,14
RCP08061,259,7,67,26,4,3,735,83,12,7,20,13
RCP08062,231,43,35,32,14,18,489,69,30,7,18,35
RCP08063,657,44,71,22,9,19,1247,71,35,51,22,28
RCP08064,391,46,52,36,14,11,534,93,7,50,18,11
RCP08065,241,47,79,23,12,11,571,46,6,31,13,22
RCP08066,376,32,76,17,3,18,450,99,26,39,25,25
RCP08067,708,12,64,11,14,17,447,5,19,20,23,18
RCP08068,372,22,76,28,10,13,340,21,38,15,19,28
RCP08069,375,21,66,32,7,11,887,74,22,46,9,20
RCP08070,317,5,73,24,10,10,596,71,20,51,18,29
RCP08071,235,27,46,23,12,2,928,8,33,31,18,26
RCP08072,684,17,42,23,10,16,801,4,21,32,24,35
RCP08073,374,10,52,25,7,11,1120,0,18,35,13,32
RCP08074,263,34,68,25,6,7,239,41,19,29,29,16
RCP08075,715,24,38,27,2,7,305,42,21,53,24,39
RCP08076,280,41,75,18,7,16,867,0,23,28,28,17
RCP08077,390,35,63,33,13,9,1226,41,15,8,14,12
RCP08078,667,8,59,18,9,19,411,0,33,57,14,19
RCP08079,754,6,38,24,10,13,1455,86,18,9,29,33
RCP08080,469,49,38,39,10,7,243,79,30,27,21,34
RCP08081,150,46,61,39,7,8,765,84,16,45,11,12
RCP08082,217,42,77,20,12,6,1215,8,30,30,25,21
RCP08083,798,24,42,25,11,14,883,85,16,55,20,15
RCP08084,230,21,37,37,4,19,1242,0,15,11,24,25
RCP08085,556,24,57,33,12,5,776,6,10,22,16,12
RCP08086,507,35,56,16,8,8,761,91,17,15,20,33
RCP08087,440,32,48,27,9,16,1372,0,39,36,23,38
RCP08088,626,26,44,18,3,14,1352,10,25,32,9,35
RCP08089,333,21,62,24,11,15,761,89,32,6,10,17
RCP08090,632,32,41,32,8,9,895,50,5,58,22,30
RCP08091,439,42,49,26,7,14,1290,86,22,6,19,33
RCP08092,734,49,32,34,8,7,1423,0,24,38,19,23
RCP08093,391,9,31,16,6,14,225,73,32,30,28,27
RCP08094,486,18,40,22,2,18,1173,69,16,38,5,23
RCP08095,645,17,77,15,10,7,1452,49,8,58,20,21
RCP08096,516,35,31,37,10,5,639,16,30,13,18,23
RCP08097,661,26,57,23,11,7,1449,21,9,51,28,22
RCP08098,538,17,34,21,9,15,1070,65,22,15,29,36
RCP08099,381,22,66,37,10,7,1163,52,12,15,15,26
RCP08100,702,17,57,26,11,6,638,0,26,32,9,31
RCP08101,566,13,69,20,7,18,834,69,8,58,29,23
RCP08102,748,41,68,34,10,8,248,70,35,22,18,29
RCP08103,519,28,41,17,10,9,1395,33,28,44,5,34
RCP08104,314,22,63,23,7,6,870,96,8,42,24,17
RCP08105,342,7,74,25,4,18,823,92,12,54,7,38
RCP08106,152,28,55,28,5,8,753,0,10,10,26,33
RCP08107,190,12,67,12,14,15,1475,32,13,57,29,24
RCP08108,295,48,35,33,7,9,743,86,33,9,13,30
RCP08109,304,45,50,24,11,8,369,30,25,15,29,22
RCP08110,198,17,50,27,6,4,807,66,33,58,18,36
RCP08111,645,41,48,20,3,11,367,43,30,51,16,26
RCP08112,383,33,74,20,14,14,1276,14,36,49,29,19
RCP08113,574,26,40,20,12,16,1336,38,31,57,27,17
RCP08114,690,41,78,25,14,8,1186,5,5,14,21,23
RCP08115,600,26,75,32,9,18,833,0,13,58,23,17
RCP08116,259,45,73,32,13,14,779,1,15,25,24,24
RCP08117,414,41,60,38,10,10,586,6,32,58,5,20
RCP08118,228,20,48,25,3,12,1384,32,10,7,19,19
RCP08119,543,23,65,16,12,15,1027,0,18,24,27,30
RCP08120,592,28,77,25,5,3,1017,48,36,56,13,28
RCP08121,534,49,70,29,14,17,1405,10,34,58,28,33
RCP08122,230,40,64,18,2,3,1224,61,12,31,22,27
RCP08123,331,43,70,32,12,14,587,39,22,41,14,17
RCP08124,207,35,34,21,6,15,1262,34,34,5,15,31
RCP08125,752,21,61,36,10,17,1050,51,5,20,25,18
RCP08126,618,14,67,22,4,9,1164,57,36,26,9,23
RCP08127,293,49,63,20,6,12,1210,92,6,21,22,20
RCP08128,285,32,71,16,3,5,257,39,34,13,27,18
RCP08129,263,16,39,12,9,3,543,48,32,7,11,32
RCP08130,731,41,45,29,3,13,728,28,11,53,5,22
RCP08131,592,15,45,22,3,3,1447,5,13,42,12,32
RCP08132,229,31,55,38,3,9,1423,0,24,38,19,32
RCP08133,633,32,68,20,13,7,1210,3,11,53,13,39
RCP08134,763,12,39,22,4,8,1451,65,15,12,18,22
RCP08135,244,12,75,26,13,17,740,10,17,5,12,13
RCP08136,285,18,71,26,9,9,1203,85,8,25,28,33
RCP08137,302,43,40,30,6,16,581,54,17,5,23,34
RCP08138,361,5,41,25,3,17,978,10,16,22,26,31
RCP08139,395,45,36,38,10,15,607,54,32,53,5,23
RCP08140,685,10,75,10,7,3,650,80,31,57,16,33
RCP08141,750,46,41,18,12,6,893,0,16,58,11,16
RCP08142,376,14,53,25,7,17,888,61,30,5,11,25
RCP08143,229,29,61,30,3,7,321,11,23,55,17,25
RCP08144,656,7,57,29,5,17,1314,20,30,6,21,28
RCP08145,515,11,32,17,13,14,609,99,28,9,7,20
RCP08146,560,12,30,20,10,5,1369,88,36,44,26,17
RCP08147,202,37,34,25,8,5,221,41,8,14,19,13
RCP08148,518,31,37,33,10,9,1465,52,36,23,9,24
RCP08149,646,24,41,33,4,19,456,0,38,9,8,21
RCP08150,304,44,56,15,12,14,583,42,13,45,27,28
RCP08151,582,25,47,39,4,16,843,91,36,13,10,12
RCP08152,457,49,35,30,10,15,973,7,8,13,21,34
RCP08153,713,42,74,33,14,17,689,41,26,16,27,35
RCP08154,224,11,69,29,2,2,1352,41,37,18,16,28
RCP08155,548,20,75,25,9,17,314,48,10,22,10,39
RCP08156,717,30,36,26,11,2,709,45,24,37,25,24
RCP08157,539,29,50,32,4,9,1051,67,25,53,12,39
RCP08158,692,47,67,28,5,4,673,93,32,47,7,22
RCP08159,706,15,53,14,4,9,713,23,13,7,19,25
RCP08160,657,35,72,17,10,10,200,87,39,9,21,15
RCP08161,364,21,55,33,3,15,843,18,29,47,18,16
RCP08162,554,18,50,28,9,3,1261,96,24,20,20,35
RCP08163,594,48,30,24,7,5,523,12,5,10,18,29
RCP08164,288,21,53,26,6,19,1227,60,20,16,27,31
RCP08165,412,16,53,13,2,11,475,60,35,13,26,22
RCP08166,206,31,52,15,14,14,1126,9,35,11,15,19
RCP08167,222,19,68,25,13,18,1101,25,34,34,23,31
RCP08168,209,5,46,23,6,10,209,39,16,13,8,21
RCP08169,524,12,67,12,8,17,579,85,36,58,16,36
RCP08170,350,23,64,15,11,16,542,88,14,46,20,21
RCP08171,521,24,64,21,10,2,570,13,18,14,23,21
RCP08172,194,45,65,30,2,4,314,47,35,40,13,15
RCP08173,368,18,73,10,2,16,1011,28,7,42,19,22
RCP08174,641,41,73,36,2,10,861,98,13,22,29,29
RCP08175,494,36,32,26,3,17,298,66,30,52,7,39
RCP08176,211,47,49,36,4,16,1225,48,8,41,6,37
RCP08177,241,39,53,19,13,15,232,75,25,20,12,24
RCP08178,365,6,33,10,8,9,1204,0,11,40,13,36
RCP08179,553,16,39,16,2,7,1284,0,32,30,15,17
RCP08180,175,34,67,15,10,8,423,0,6,43,9,14
RCP08181,323,27,31,28,6,7,1186,11,37,40,20,39
RCP08182,474,38,49,26,12,11,1327,15,18,56,5,39
RCP08183,301,12,74,24,6,19,572,63,30,55,17,35
RCP08184,623,35,61,15,4,14,1349,29,7,50,6,20
RCP08185,568,37,66,25,8,3,730,3,37,8,29,25
RCP08186,705,30,51,38,3,16,904,83,15,58,18,30
RCP08187,678,16,61,10,5,19,566,8,28,21,9,10
RCP08188,441,27,41,20,3,10,237,16,8,27,29,36
RCP08189,796,48,59,33,12,8,402,53,38,9,29,32
RCP08190,355,12,75,24,5,6,1214,83,12,57,5,34
RCP08191,487,37,59,30,2,5,604,50,36,15,27,10
RCP08192,222,25,63,23,2,16,1473,44,20,36,29,35
RCP08193,337,28,73,17,13,7,1245,13,16,7,5,17
RCP08194,545,44,64,16,3,15,925,11,21,53,27,34
RCP08195,657,24,76,34,12,10,574,98,20,50,6,12
RCP08196,788,32,40,21,8,18,1423,8,6,38,21,10
RCP08197,429,29,70,33,14,11,1190,42,36,15,9,27
RCP08198,458,39,75,15,5,16,711,34,6,26,5,10
RCP08199,684,10,53,10,3,9,1200,11,30,17,21,10
RCP08200,320,46,48,19,5,4,768,0,11,7,22,31
RCP08201,515,26,67,19,7,14,1190,7,36,58,12,19
RCP08202,587,32,61,35,8,17,1422,33,23,55,7,26
RCP08203,565,24,69,35,14,6,952,0,28,40,12,12
RCP08204,161,33,55,23,2,13,1129,0,36,17,12,21
RCP08205,535,11,64,11,9,16,1261,0,31,9,9,19
RCP08206,605,46,71,34,4,16,1380,16,14,33,12,10
RCP08207,568,43,40,32,10,18,608,14,11,51,26,20
RCP08208,378,32,59,30,12,12,925,23,11,31,13,28
RCP08209,363,41,52,15,2,2,282,20,18,50,13,22
RCP08210,184,18,58,10,2,6,1040,5,19,5,17,39
RCP08211,510,46,52,15,12,7,711,96,15,57,16,30
RCP08212,613,33,58,23,9,5,732,89,6,37,11,17
RCP08213,263,32,34,30,14,2,809,1,38,16,21,23
RCP08214,471,44,77,30,12,13,1122,72,35,29,25,26
RCP08215,390,40,62,28,10,13,560,24,18,5,27,16
RCP08216,798,19,34,11,9,12,460,57,23,27,7,10
RCP08217,508,46,32,17,14,13,697,16,12,47,28,37
RCP08218,343,20,66,35,11,7,1237,38,12,14,22,30
RCP08219,477,16,39,21,12,5,652,87,33,27,9,30
RCP08220,167,44,31,17,10,18,1052,0,5,54,8,25
RCP08221,573,38,32,34,7,19,399,6,31,25,19,34
RCP08222,632,43,67,25,7,7,1389,58,8,27,23,19
RCP08223,655,7,63,23,10,5,1155,77,27,8,23,30
RCP08224,336,10,42,18,10,10,494,15,28,6,26,20
RCP08225,408,48,63,26,14,18,208,61,22,59,26,31
RCP08226,450,15,47,12,13,17,1370,18,13,22,18,13
RCP08227,327,49,33,25,3,9,1188,40,12,57,22,22
RCP08228,728,36,39,37,8,13,1209,49,13,28,16,39
RCP08229,450,27,56,38,11,6,469,6,22,18,11,34
RCP08230,538,40,64,17,10,17,582,71,7,31,15,36
RCP08231,331,12,32,12,7,6,423,0,15,44,6,35
RCP08232,456,19,42,29,12,7,733,39,21,41,25,12
RCP08233,692,36,73,17,3,4,1317,76,23,39,13,34
RCP08234,723,6,30,26,9,12,1313,63,38,28,18,16
